Campaign Number,Name,Start Date-TBD,Start Date,End Date-TBD,End Date,CampaignDuration,Channel,Client,Address,Email,Phone,Contact,Audience,Audience-Age,Demographic,Location,Views,Likes,Clicks,Conversions,Expense,Executive
805,Campaign 805,2023-02-17 00:00:00,2023-02-17,2023-02-22 00:00:00,2023-02-22,5,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,40-60,Middle-Aged Adults<60,Australia,48431,7925,4658,816,32630.08,Thomas Ryan
806,Campaign 806,2023-05-19 00:00:00,2023-05-19,2023-06-09 00:00:00,2023-06-09,21,Email,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Teens 13-19,13-19,Teens<20,Canada,47166,2283,664,20,28538.68,Aaron Faulkner
807,Campaign 807,2023-02-27 00:00:00,2023-02-27,2023-03-12 00:00:00,2023-03-12,13,YouTube,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 40-60,40-60,Middle-Aged Adults<60,UK,92466,3149,4095,440,37729.47,Wesley Simon
808,Campaign 808,2023-04-19 00:00:00,2023-04-19,2023-05-14 00:00:00,2023-05-14,25,TikTok,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Male 60+,60+,Seniors>60,Australia,17199,9495,3718,650,41670.6,Melissa Haynes
809,Campaign 809,2023-11-30 00:00:00,2023-11-30,2023-12-05 00:00:00,2023-12-05,5,Facebook,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Seniors 60+,60+,Seniors>60,India,87168,7083,1327,673,3855.17,Kyle Serrano
810,Campaign 810,2023-07-15 00:00:00,2023-07-15,2023-07-21 00:00:00,2023-07-21,6,Facebook,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 20-39,20-39,Young-Adults<40,Europe,70375,9726,2521,25,10592.77,Aaron Faulkner
811,Campaign 811,2023-03-24 00:00:00,2023-03-24,2023-04-06 00:00:00,2023-04-06,13,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 20-39,20-39,Young-Adults<40,Europe,8666,813,3396,920,15938.86,Lauren Riggs
812,Campaign 812,2023-07-22 00:00:00,2023-07-22,2023-08-04 00:00:00,2023-08-04,13,YouTube,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Female 40-60,40-60,Middle-Aged Adults<60,Japan,34088,6888,4970,187,26072.74,Lauren Riggs
813,Campaign 813,2023-02-12 00:00:00,2023-02-12,2023-03-07 00:00:00,2023-03-07,23,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Female 40-60,40-60,Middle-Aged Adults<60,UK,40982,5678,233,667,29725.66,Kyle Serrano
814,Campaign 814,2023-12-04 00:00:00,2023-12-04,2023-12-10 00:00:00,2023-12-10,6,TikTok,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Teens 13-19,13-19,Teens<20,Canada,95586,1018,1724,232,22154.49,Wesley Simon
815,Campaign 815,2023-08-08 00:00:00,2023-08-08,2023-08-27 00:00:00,2023-08-27,19,Facebook,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Teens 13-19,13-19,Teens<20,Europe,86611,527,2971,634,45987.29,Thomas Ryan
816,Campaign 816,2023-08-22 00:00:00,2023-08-22,2023-09-02 00:00:00,2023-09-02,11,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Female 40-60,40-60,Middle-Aged Adults<60,Japan,94470,7317,436,238,30121.63,Brandon Townsend Jr.
817,Campaign 817,2023-08-14 00:00:00,2023-08-14,2023-08-19 00:00:00,2023-08-19,5,TikTok,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 20-39,20-39,Young-Adults<40,USA,78045,7128,2951,949,36212.28,Becky Brown
818,Campaign 818,2023-05-14 00:00:00,2023-05-14,2023-06-09 00:00:00,2023-06-09,26,Email,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Female 60+,60+,Seniors>60,LATAM,38727,9273,136,688,40894,Jesus Rivera
819,Campaign 819,2023-04-14 00:00:00,2023-04-14,2023-05-08 00:00:00,2023-05-08,24,Email,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Male 40-60,40-60,Middle-Aged Adults<60,India,42103,9806,2521,145,1249.73,Michael Camacho
820,Campaign 820,2023-01-04 00:00:00,2023-01-04,2023-01-13 00:00:00,2023-01-13,9,Facebook,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 40-60,40-60,Middle-Aged Adults<60,USA,88270,6701,4524,572,31829.01,Kyle Serrano
821,Campaign 821,2023-06-22 00:00:00,2023-06-22,2023-07-08 00:00:00,2023-07-08,16,Email,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Male 60+,60+,Seniors>60,Canada,98526,5011,1173,105,25538.3,Jesus Rivera
822,Campaign 822,2023-08-28 00:00:00,2023-08-28,2023-09-07 00:00:00,2023-09-07,10,Email,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Adults 40-60,40-60,Middle-Aged Adults<60,Canada,88466,7613,1955,342,1276.55,Lauren Riggs
823,Campaign 823,2023-03-11 00:00:00,2023-03-11,2023-04-01 00:00:00,2023-04-01,21,YouTube,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Teens 13-19,13-19,Teens<20,Europe,77646,1132,2489,909,34858.96,Jesus Rivera
824,Campaign 824,2023-04-23 00:00:00,2023-04-23,2023-05-01 00:00:00,2023-05-01,8,TikTok,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Adults 20-39,20-39,Young-Adults<40,India,6205,8940,640,561,22231.65,Aaron Faulkner
825,Campaign 825,2023-11-07 00:00:00,2023-11-07,2023-11-22 00:00:00,2023-11-22,15,TikTok,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Teens 13-19,13-19,Teens<20,Canada,66895,3352,543,753,6837.32,Aaron Faulkner
826,Campaign 826,2023-09-11 00:00:00,2023-09-11,2023-09-25 00:00:00,2023-09-25,14,Instagram,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Adults 40-60,40-60,Middle-Aged Adults<60,UK,57249,6058,2383,745,46463.19,Melissa Haynes
827,Campaign 827,2023-11-17 00:00:00,2023-11-17,2023-11-27 00:00:00,2023-11-27,10,Email,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Teens 13-19,13-19,Teens<20,USA,1516,5920,2088,904,22536.74,Thomas Ryan
828,Campaign 828,2023-03-11 00:00:00,2023-03-11,2023-03-21 00:00:00,2023-03-21,10,Instagram,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 60+,60+,Seniors>60,Japan,44912,9093,1823,310,17007.12,Kyle Serrano
829,Campaign 829,2023-07-26 00:00:00,2023-07-26,2023-08-16 00:00:00,2023-08-16,21,Email,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 20-39,20-39,Young-Adults<40,LATAM,70846,4360,4553,339,44841.7,Wesley Simon
830,Campaign 830,2023-10-07 00:00:00,2023-10-07,2023-11-02 00:00:00,2023-11-02,26,Facebook,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Teens 13-19,13-19,Teens<20,India,60110,5095,2107,649,14084.61,Lauren Riggs
831,Campaign 831,2023-02-13 00:00:00,2023-02-13,2023-03-15 00:00:00,2023-03-15,30,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Female 20-39,20-39,Young-Adults<40,Japan,38888,538,1187,904,2555.8,Lauren Riggs
832,Campaign 832,2023-01-21 00:00:00,2023-01-21,2023-02-07 00:00:00,2023-02-07,17,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,23429,2964,1844,182,26889.78,Wesley Simon
833,Campaign 833,2023-11-05 00:00:00,2023-11-05,2023-11-25 00:00:00,2023-11-25,20,Facebook,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Adults 20-39,20-39,Young-Adults<40,Europe,91185,2328,341,401,43651.68,Lauren Riggs
834,Campaign 834,2023-09-29 00:00:00,2023-09-29,2023-10-04 00:00:00,2023-10-04,5,YouTube,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,39709,9678,989,419,26981.44,Lauren Riggs
835,Campaign 835,2023-04-28 00:00:00,2023-04-28,2023-05-12 00:00:00,2023-05-12,14,Instagram,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Male 40-60,40-60,Middle-Aged Adults<60,Europe,96093,668,4457,46,18024.96,Thomas Ryan
836,Campaign 836,2023-06-03 00:00:00,2023-06-03,2023-06-19 00:00:00,2023-06-19,16,YouTube,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Adults 20-39,20-39,Young-Adults<40,UK,44087,1757,1208,798,33608.16,Thomas Ryan
837,Campaign 837,2023-07-09 00:00:00,2023-07-09,2023-07-24 00:00:00,2023-07-24,15,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Female 40-60,40-60,Middle-Aged Adults<60,Australia,99484,9303,3813,51,41032.62,Melissa Haynes
838,Campaign 838,2023-01-13 00:00:00,2023-01-13,2023-02-04 00:00:00,2023-02-04,22,YouTube,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Female 40-60,40-60,Middle-Aged Adults<60,LATAM,53031,6198,3197,659,27901.89,Kyle Serrano
839,Campaign 839,2023-11-27 00:00:00,2023-11-27,2023-12-05 00:00:00,2023-12-05,8,Facebook,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Male 60+,60+,Seniors>60,UK,34219,196,3516,112,15945.78,Lauren Riggs
840,Campaign 840,2023-04-23 00:00:00,2023-04-23,2023-04-28 00:00:00,2023-04-28,5,Instagram,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Seniors 60+,60+,Seniors>60,UK,32127,6996,417,347,19454.03,Aaron Faulkner
841,Campaign 841,2023-10-18 00:00:00,2023-10-18,2023-10-26 00:00:00,2023-10-26,8,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,+97(0)7822987046,Derek Juarez,Male 40-60,40-60,Middle-Aged Adults<60,UK,12076,8918,1043,718,49348.57,Thomas Ryan
842,Campaign 842,2023-02-05 00:00:00,2023-02-05,2023-02-06 00:00:00,2023-02-06,1,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Seniors 60+,60+,Seniors>60,USA,26586,3119,593,457,47195.85,Lauren Riggs
843,Campaign 843,2023-10-10 00:00:00,2023-10-10,2023-11-09 00:00:00,2023-11-09,30,Email,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Adults 20-39,20-39,Young-Adults<40,Australia,98648,9609,2073,543,28822.16,Aaron Faulkner
844,Campaign 844,2023-06-04 00:00:00,2023-06-04,2023-06-19 00:00:00,2023-06-19,15,TikTok,Griffin LLC,"4454 Tanya Bridge Apt. 797, East Johnmouth, AR 45759",carlos94@ware.org,498-209-6317,Karen Mitchell,Female 40-60,40-60,Middle-Aged Adults<60,Canada,32526,7646,3493,966,10180.14,Brandon Townsend Jr.
845,Campaign 845,2023-07-04 00:00:00,2023-07-04,2023-07-25 00:00:00,2023-07-25,21,TikTok,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Seniors 60+,60+,Seniors>60,Japan,84010,7955,3411,742,11007.12,Kyle Serrano
846,Campaign 846,2023-12-20 00:00:00,2023-12-20,2024-01-10 00:00:00,2024-01-10,21,Facebook,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Male 60+,60+,Seniors>60,USA,26764,8941,2999,46,17842.97,Aaron Faulkner
847,Campaign 847,2023-08-18 00:00:00,2023-08-18,2023-09-05 00:00:00,2023-09-05,18,Instagram,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,+32(5)3375294169,Patrick Williams,Male 20-39,20-39,Young-Adults<40,LATAM,1198,3144,3259,586,27010.88,Brandon Townsend Jr.
848,Campaign 848,2023-05-20 00:00:00,2023-05-20,2023-06-19 00:00:00,2023-06-19,30,Email,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Seniors 60+,60+,Seniors>60,Japan,83224,5983,3018,37,27489.28,Melissa Haynes
849,Campaign 849,2023-09-01 00:00:00,2023-09-01,2023-09-28 00:00:00,2023-09-28,27,Instagram,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Male 40-60,40-60,Middle-Aged Adults<60,Canada,53328,6870,1936,626,28740.01,Lauren Riggs
850,Campaign 850,2023-12-23 00:00:00,2023-12-23,2024-01-02 00:00:00,2024-01-02,10,Facebook,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,+48(7)5323908871,Anne Davis,Adults 20-39,20-39,Young-Adults<40,LATAM,35351,2491,4985,408,545.23,Aaron Faulkner
851,Campaign 851,2023-09-17 00:00:00,2023-09-17,2023-09-24 00:00:00,2023-09-24,7,YouTube,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 40-60,40-60,Middle-Aged Adults<60,Canada,7988,5931,2193,890,29478.89,Thomas Ryan
852,Campaign 852,2023-10-25 00:00:00,2023-10-25,2023-10-30 00:00:00,2023-10-30,5,Facebook,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 40-60,40-60,Middle-Aged Adults<60,Japan,7871,4995,4860,256,30041.8,Jesus Rivera
853,Campaign 853,2023-06-01 00:00:00,2023-06-01,2023-06-11 00:00:00,2023-06-11,10,YouTube,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,40-60,Middle-Aged Adults<60,UK,88315,5992,3201,209,8499.97,Michael Camacho
854,Campaign 854,2023-06-29 00:00:00,2023-06-29,2023-07-07 00:00:00,2023-07-07,8,TikTok,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Male 40-60,40-60,Middle-Aged Adults<60,Australia,25730,7724,1232,831,2563.07,Melissa Haynes
855,Campaign 855,2023-11-16 00:00:00,2023-11-16,2023-12-12 00:00:00,2023-12-12,26,TikTok,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Male 60+,60+,Seniors>60,UK,22881,3125,2829,311,44007.76,Jesus Rivera
856,Campaign 856,2023-04-28 00:00:00,2023-04-28,2023-05-11 00:00:00,2023-05-11,13,TikTok,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Seniors 60+,60+,Seniors>60,Canada,11247,6633,2831,961,29448.34,Brandon Townsend Jr.
857,Campaign 857,2023-02-23 00:00:00,2023-02-23,2023-03-12 00:00:00,2023-03-12,17,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Adults 20-39,20-39,Young-Adults<40,LATAM,63398,5775,4259,384,15145.96,Becky Brown
858,Campaign 858,2023-05-17 00:00:00,2023-05-17,2023-05-26 00:00:00,2023-05-26,9,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Male 40-60,40-60,Middle-Aged Adults<60,Japan,29618,6602,1133,849,40858.02,Jesus Rivera
859,Campaign 859,2023-10-19 00:00:00,2023-10-19,2023-11-08 00:00:00,2023-11-08,20,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 60+,60+,Seniors>60,Europe,19813,9435,3068,357,9185.31,Kyle Serrano
860,Campaign 860,2023-07-15 00:00:00,2023-07-15,2023-07-21 00:00:00,2023-07-21,6,Instagram,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,+32(5)3375294169,Patrick Williams,Male 20-39,20-39,Young-Adults<40,Japan,34773,1920,2085,685,920.53,Brandon Townsend Jr.
861,Campaign 861,2023-05-16 00:00:00,2023-05-16,2023-05-23 00:00:00,2023-05-23,7,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Male 60+,60+,Seniors>60,Japan,95846,8079,3964,993,35891.28,Wesley Simon
862,Campaign 862,2023-03-24 00:00:00,2023-03-24,2023-04-20 00:00:00,2023-04-20,27,Facebook,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Teens 13-19,13-19,Teens<20,UK,68076,2605,1694,870,6964.98,Michael Camacho
863,Campaign 863,2023-06-16 00:00:00,2023-06-16,2023-07-04 00:00:00,2023-07-04,18,TikTok,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 20-39,20-39,Young-Adults<40,UK,30439,5578,3592,181,6429.05,Kyle Serrano
864,Campaign 864,2023-05-30 00:00:00,2023-05-30,2023-06-27 00:00:00,2023-06-27,28,YouTube,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Seniors 60+,60+,Seniors>60,LATAM,38314,6965,1277,198,14869.2,Michael Camacho
865,Campaign 865,2023-03-21 00:00:00,2023-03-21,2023-04-10 00:00:00,2023-04-10,20,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Adults 20-39,20-39,Young-Adults<40,USA,96951,1554,3285,549,20361.86,Jesus Rivera
866,Campaign 866,2023-11-13 00:00:00,2023-11-13,2023-12-07 00:00:00,2023-12-07,24,YouTube,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Teens 13-19,13-19,Teens<20,India,64324,3582,3319,351,5968.48,Michael Camacho
867,Campaign 867,2023-10-12 00:00:00,2023-10-12,2023-10-28 00:00:00,2023-10-28,16,YouTube,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Male 60+,60+,Seniors>60,UK,42702,4498,3455,648,44258.99,Aaron Faulkner
868,Campaign 868,2023-09-08 00:00:00,2023-09-08,2023-09-18 00:00:00,2023-09-18,10,Instagram,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,39144,1049,3287,887,21190.99,Thomas Ryan
869,Campaign 869,2023-05-09 00:00:00,2023-05-09,2023-05-19 00:00:00,2023-05-19,10,Email,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Female 40-60,40-60,Middle-Aged Adults<60,India,13836,7220,814,858,32857.64,Brandon Townsend Jr.
870,Campaign 870,2023-03-26 00:00:00,2023-03-26,2023-04-09 00:00:00,2023-04-09,14,TikTok,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,+48(7)5323908871,Anne Davis,Female 60+,60+,Seniors>60,Europe,3417,3052,4780,327,36436.56,Aaron Faulkner
871,Campaign 871,2023-03-12 00:00:00,2023-03-12,2023-04-02 00:00:00,2023-04-02,21,Instagram,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 20-39,20-39,Young-Adults<40,UK,15825,1326,1537,604,24421.87,Thomas Ryan
872,Campaign 872,2023-09-06 00:00:00,2023-09-06,2023-09-13 00:00:00,2023-09-13,7,Email,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,46222,4996,1993,168,33386.46,Lauren Riggs
873,Campaign 873,2023-07-04 00:00:00,2023-07-04,2023-07-28 00:00:00,2023-07-28,24,Instagram,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,+32(5)3375294169,Patrick Williams,Male 60+,60+,Seniors>60,Australia,20426,6422,4266,364,783.24,Brandon Townsend Jr.
874,Campaign 874,2023-07-14 00:00:00,2023-07-14,2023-07-17 00:00:00,2023-07-17,3,YouTube,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Adults 20-39,20-39,Young-Adults<40,Japan,67984,5312,3298,476,5383.47,Thomas Ryan
875,Campaign 875,2023-01-28 00:00:00,2023-01-28,2023-02-16 00:00:00,2023-02-16,19,YouTube,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,+97(0)7822987046,Derek Juarez,Adults 40-60,40-60,Middle-Aged Adults<60,UK,53100,3293,4804,895,32849.93,Thomas Ryan
876,Campaign 876,2023-07-07 00:00:00,2023-07-07,2023-07-22 00:00:00,2023-07-22,15,TikTok,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Female 60+,60+,Seniors>60,Australia,58038,9097,736,365,17184.09,Brandon Townsend Jr.
877,Campaign 877,2023-09-23 00:00:00,2023-09-23,2023-10-14 00:00:00,2023-10-14,21,TikTok,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Female 40-60,40-60,Middle-Aged Adults<60,UK,72078,3367,4343,165,19531.06,Brandon Townsend Jr.
