Campaign Number,Name,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Likes,Clicks,Conversions, Expense ,Executive,CampaignType,Total Sales
916,Campaign 916,2023-03-06 00:00:00,2023-04-04 00:00:00,Facebook,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Seniors 60+,Australia,17441,6497,1447,912,"$45,639.17",Aaron Faulkner,Sales,"$36,077.49"
917,Campaign 917,2023-11-24 00:00:00,2023-12-21 00:00:00,YouTube,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Adults 18-40,Europe,1492,2422,748,262,"$17,121.64",Jesus Rivera,Sales,"$35,626.81"
918,Campaign 918,2023-01-28 00:00:00,2023-02-01 00:00:00,YouTube,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Adults 18-40,USA,22246,8660,1402,868,"$17,474.95",Aaron Faulkner,Sales,"$62,969.54"
919,Campaign 919,2023-05-31 00:00:00,2023-06-25 00:00:00,TikTok,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Female 18-40,Europe,15424,3611,3702,833,"$28,931.20",Thomas Ryan,Sales,"$39,573.42"
920,Campaign 920,2023-04-28 00:00:00,2023-05-24 00:00:00,YouTube,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 40-60,LATAM,21310,2902,1162,286,"$25,395.96",Lauren Riggs,Sales,"$47,891.50"
921,Campaign 921,2023-04-29 00:00:00,2023-05-07 00:00:00,TikTok,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Female 18-40,LATAM,12304,382,3861,942,"$46,043.21",Aaron Faulkner,Sales,"$27,967.40"
922,Campaign 922,2023-10-18 00:00:00,2023-11-17 00:00:00,YouTube,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Adults 40-60,Europe,21305,7060,3344,463,"$47,082.47",Jesus Rivera,Sales,"$30,062.89"
923,Campaign 923,2023-06-08 00:00:00,2023-06-14 00:00:00,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Teens 13-19,India,7460,6726,4502,18,"$25,819.03",Aaron Faulkner,Sign Up,$0.00
924,Campaign 924,2023-12-01 00:00:00,2023-12-07 00:00:00,Facebook,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Male 60+,India,96143,8753,635,85,"$11,740.08",Aaron Faulkner,Sales,"$38,973.63"
925,Campaign 925,2023-07-30 00:00:00,2023-08-20 00:00:00,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Male 60+,UK,64022,2222,2307,290,"$1,139.85",Melissa Haynes,Sales,"$66,743.33"
926,Campaign 926,2023-08-09 00:00:00,2023-08-26 00:00:00,Email,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 60+,Japan,94840,9554,2381,992,"$6,864.56",Thomas Ryan,Sign Up,$0.00
927,Campaign 927,2023-01-13 00:00:00,2023-02-01 00:00:00,Facebook,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Teens 13-19,Canada,83355,5049,379,551,"$49,051.91",Aaron Faulkner,Sign Up,$0.00
928,Campaign 928,2023-02-25 00:00:00,2023-03-17 00:00:00,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Female 18-40,UK,16431,144,3622,790,"$18,681.52",Thomas Ryan,Sales,"$80,197.70"
929,Campaign 929,2023-09-07 00:00:00,2023-09-08 00:00:00,Facebook,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 60+,Australia,48592,6178,4991,967,"$10,597.64",Lauren Riggs,Sales,"$70,526.35"
930,Campaign 930,2023-08-23 00:00:00,2023-08-29 00:00:00,Email,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Male 60+,India,72958,7143,829,666,"$34,655.45",Aaron Faulkner,Sales,"$64,864.98"
931,Campaign 931,2023-11-03 00:00:00,2023-11-22 00:00:00,Facebook,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Teens 13-19,Europe,17168,379,3330,232,"$45,855.64",Wesley Simon,Sales,"$42,597.03"
932,Campaign 932,2023-09-12 00:00:00,2023-09-30 00:00:00,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 18-40,USA,57605,9498,891,173,"$15,561.26",Jesus Rivera,Sign Up,$0.00
933,Campaign 933,2023-02-03 00:00:00,2023-03-03 00:00:00,Facebook,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Teens 13-19,Europe,66006,7526,3944,257,"$32,827.86",Lauren Riggs,Sales,"$49,040.48"
934,Campaign 934,2023-05-25 00:00:00,2023-06-04 00:00:00,Facebook,Griffin LLC,"4454 Tanya Bridge Apt. 797, East Johnmouth, AR 45759",carlos94@ware.org,498-209-6317,Karen Mitchell,Teens 13-19,Canada,97457,7570,4224,312,"$28,354.24",Brandon Townsend Jr.,Sales,"$47,569.36"
935,Campaign 935,2023-01-10 00:00:00,2023-01-30 00:00:00,Instagram,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 40-60,USA,35664,4713,4194,455,"$29,372.00",Brandon Townsend Jr.,Sign Up,$0.00
936,Campaign 936,2023-07-21 00:00:00,2023-08-10 00:00:00,Facebook,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Adults 18-40,LATAM,94567,8350,4647,659,$851.51,Melissa Haynes,Sales,"$66,152.46"
937,Campaign 937,2023-04-11 00:00:00,2023-04-21 00:00:00,Facebook,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Female 18-40,Australia,35674,4286,2433,770,"$37,847.75",Thomas Ryan,Sales,"$52,057.22"
938,Campaign 938,2023-11-13 00:00:00,2023-12-04 00:00:00,YouTube,"Hernandez, Keller and Berry","Unit 2637 Box 1240, DPO AE 48178",mary90@yahoo.com,(203)315-6167,Kristin Carson,Seniors 60+,Japan,26656,4454,2849,154,"$46,212.74",Thomas Ryan,Sales,"$38,216.08"
939,Campaign 939,2023-09-30 00:00:00,2023-10-06 00:00:00,TikTok,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 40-60,Japan,3027,4296,1208,490,"$7,069.91",Wesley Simon,Sales,"$79,914.35"
940,Campaign 940,2023-10-07 00:00:00,2023-10-27 00:00:00,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Adults 40-60,UK,65053,7312,3322,755,"$20,871.80",Wesley Simon,Sign Up,$0.00
941,Campaign 941,2023-03-29 00:00:00,2023-04-08 00:00:00,Facebook,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 60+,UK,45035,7567,2196,301,"$11,336.62",Lauren Riggs,Sales,"$80,551.15"
942,Campaign 942,2023-06-27 00:00:00,2023-07-14 00:00:00,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Male 18-40,LATAM,6918,3926,1512,908,"$35,453.77",Jesus Rivera,Sales,"$67,990.40"
943,Campaign 943,2023-03-06 00:00:00,2023-03-10 00:00:00,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 40-60,Europe,5274,8460,4213,126,"$12,258.93",Aaron Faulkner,Sales,"$43,492.70"
944,Campaign 944,2023-04-07 00:00:00,2023-04-20 00:00:00,Email,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,UK,98871,4403,4189,323,"$21,532.88",Aaron Faulkner,Sales,"$55,572.60"
945,Campaign 945,2023-06-03 00:00:00,2023-06-23 00:00:00,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 60+,LATAM,74532,5236,3733,285,"$6,899.45",Thomas Ryan,Sales,"$33,314.10"
946,Campaign 946,2023-12-06 00:00:00,2023-12-13 00:00:00,Email,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Adults 40-60,UK,16341,9915,4214,245,"$40,978.28",Melissa Haynes,Sales,"$45,271.76"
947,Campaign 947,2023-11-22 00:00:00,2023-11-27 00:00:00,TikTok,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Female 18-40,India,70723,1670,1274,760,"$1,634.45",Thomas Ryan,Sign Up,$0.00
948,Campaign 948,2023-08-16 00:00:00,2023-09-12 00:00:00,TikTok,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Seniors 60+,USA,64649,1630,1943,499,"$21,305.45",Aaron Faulkner,Sales,"$59,837.87"
949,Campaign 949,2023-02-04 00:00:00,2023-02-28 00:00:00,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Female 40-60,Canada,10012,1048,4948,596,"$49,418.29",Thomas Ryan,Sign Up,$0.00
950,Campaign 950,2023-11-16 00:00:00,2023-11-22 00:00:00,Email,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Male 60+,UK,21453,4459,2844,669,"$13,603.08",Melissa Haynes,Sales,"$38,639.61"
951,Campaign 951,2023-04-13 00:00:00,2023-04-29 00:00:00,Facebook,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,LATAM,14315,7127,261,703,"$41,047.69",Thomas Ryan,Sales,"$68,126.23"
952,Campaign 952,2023-12-06 00:00:00,2024-01-04 00:00:00,Email,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Female 40-60,Canada,61214,3786,2812,115,"$33,297.85",Brandon Townsend Jr.,Sales,"$54,641.36"
953,Campaign 953,2023-05-18 00:00:00,2023-05-26 00:00:00,TikTok,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Male 40-60,Europe,53694,6554,367,314,"$19,083.51",Aaron Faulkner,Sales,"$39,803.10"
954,Campaign 954,2023-07-24 00:00:00,2023-08-22 00:00:00,Email,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Adults 18-40,Europe,16081,1568,1693,762,"$20,150.97",Jesus Rivera,Sign Up,$0.00
955,Campaign 955,2023-06-02 00:00:00,2023-06-30 00:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Adults 18-40,UK,25575,4115,1160,372,"$3,836.52",Wesley Simon,Sales,"$77,688.09"
956,Campaign 956,2023-05-14 00:00:00,2023-05-15 00:00:00,Instagram,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 60+,Europe,7773,2665,2409,797,"$39,812.13",Michael Camacho,Sign Up,$0.00
957,Campaign 957,2023-02-14 00:00:00,2023-02-28 00:00:00,Facebook,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Teens 13-19,Japan,29127,3532,1674,519,"$14,921.49",Michael Camacho,Sales,"$56,282.75"
958,Campaign 958,2023-08-14 00:00:00,2023-09-05 00:00:00,Instagram,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Female 60+,Japan,14023,2864,1470,73,"$22,982.45",Kyle Serrano,Sales,"$33,297.52"
959,Campaign 959,2023-08-27 00:00:00,2023-09-02 00:00:00,YouTube,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Adults 18-40,USA,49427,768,3268,679,"$9,873.34",Aaron Faulkner,Sales,"$62,876.50"
960,Campaign 960,2023-03-24 00:00:00,2023-03-26 00:00:00,TikTok,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 40-60,UK,52965,3730,3767,616,"$40,233.97",Lauren Riggs,Sales,"$51,745.11"
961,Campaign 961,2023-08-21 00:00:00,2023-09-01 00:00:00,Instagram,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Teens 13-19,LATAM,75528,5370,1938,52,"$26,337.58",Brandon Townsend Jr.,Sales,"$25,866.46"
962,Campaign 962,2023-05-13 00:00:00,2023-06-02 00:00:00,Facebook,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Teens 13-19,India,19770,7855,2851,371,"$33,856.13",Brandon Townsend Jr.,Sign Up,$0.00
963,Campaign 963,2023-11-20 00:00:00,2023-11-23 00:00:00,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Female 18-40,Australia,23341,916,277,970,"$11,733.07",Thomas Ryan,Sales,"$46,140.73"
964,Campaign 964,2023-02-21 00:00:00,2023-03-02 00:00:00,TikTok,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Female 40-60,UK,2451,1535,440,56,"$41,744.14",Wesley Simon,Sales,"$53,954.36"
965,Campaign 965,2023-07-26 00:00:00,2023-08-11 00:00:00,YouTube,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 18-40,Australia,37430,5611,3499,367,"$26,171.98",Aaron Faulkner,Sales,"$55,742.70"
966,Campaign 966,2023-02-17 00:00:00,2023-03-13 00:00:00,Facebook,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Teens 13-19,Canada,51114,4473,1393,557,"$12,898.37",Brandon Townsend Jr.,Sales,"$51,664.24"
967,Campaign 967,2023-07-14 00:00:00,2023-07-19 00:00:00,Facebook,"Hernandez, Keller and Berry","Unit 2637 Box 1240, DPO AE 48178",mary90@yahoo.com,(203)315-6167,Kristin Carson,Seniors 60+,UK,97916,9001,3159,257,"$30,170.53",Thomas Ryan,Sales,"$51,450.82"
968,Campaign 968,2023-08-06 00:00:00,2023-08-28 00:00:00,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 18-40,Australia,29168,1099,3033,718,"$27,252.94",Jesus Rivera,Sales,"$39,261.08"
969,Campaign 969,2023-07-11 00:00:00,2023-08-06 00:00:00,YouTube,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Female 18-40,Canada,65564,8316,3370,487,$558.21,Melissa Haynes,Sales,"$52,324.73"
970,Campaign 970,2023-10-23 00:00:00,2023-10-28 00:00:00,TikTok,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 60+,Canada,96479,6935,2900,998,"$15,009.35",Michael Camacho,Sales,"$68,011.25"
971,Campaign 971,2023-06-20 00:00:00,2023-07-17 00:00:00,Facebook,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 40-60,LATAM,45125,1482,2589,782,"$28,353.53",Becky Brown,Sign Up,$0.00
972,Campaign 972,2023-12-06 00:00:00,2023-12-25 00:00:00,Email,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Female 40-60,Australia,43385,525,1647,678,"$29,946.16",Thomas Ryan,Sales,"$23,153.00"
973,Campaign 973,2023-01-30 00:00:00,2023-02-23 00:00:00,Email,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Adults 18-40,Australia,4039,1189,3103,531,"$46,394.55",Becky Brown,Sign Up,$0.00
974,Campaign 974,2023-05-14 00:00:00,2023-06-02 00:00:00,Facebook,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Adults 18-40,Canada,11837,203,1905,980,"$6,572.74",Aaron Faulkner,Sales,"$27,938.14"
975,Campaign 975,2023-07-19 00:00:00,2023-08-01 00:00:00,Facebook,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Seniors 60+,UK,48719,8691,4442,299,"$18,642.64",Brandon Townsend Jr.,Sign Up,$0.00
976,Campaign 976,2023-07-09 00:00:00,2023-07-21 00:00:00,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Male 40-60,USA,92946,6254,2952,168,"$30,452.27",Thomas Ryan,Sign Up,$0.00
977,Campaign 977,2023-11-29 00:00:00,2023-12-16 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 60+,India,46975,4882,4382,745,"$16,322.23",Wesley Simon,Sales,"$27,165.79"
978,Campaign 978,2023-03-11 00:00:00,2023-04-04 00:00:00,Facebook,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Adults 18-40,India,60307,9014,2508,694,"$5,193.98",Thomas Ryan,Sign Up,$0.00
979,Campaign 979,2023-03-08 00:00:00,2023-03-15 00:00:00,YouTube,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Adults 40-60,India,25879,348,2677,912,"$22,684.60",Melissa Haynes,Sales,"$46,569.48"
980,Campaign 980,2023-07-18 00:00:00,2023-07-31 00:00:00,YouTube,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Male 40-60,LATAM,37511,5002,1246,31,"$1,108.98",Thomas Ryan,Sales,"$62,803.09"
981,Campaign 981,2023-03-27 00:00:00,2023-04-14 00:00:00,YouTube,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Female 18-40,LATAM,27928,2689,168,254,"$15,467.10",Jesus Rivera,Sign Up,$0.00
982,Campaign 982,2023-04-26 00:00:00,2023-05-04 00:00:00,TikTok,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,USA,72298,636,4902,54,"$16,071.98",Brandon Townsend Jr.,Sign Up,$0.00
983,Campaign 983,2023-07-11 00:00:00,2023-07-18 00:00:00,Instagram,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Male 60+,Australia,82808,9459,2419,180,"$16,241.02",Jesus Rivera,Sales,"$33,998.94"
984,Campaign 984,2023-08-03 00:00:00,2023-08-12 00:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 18-40,Europe,24879,9679,870,629,"$7,621.81",Brandon Townsend Jr.,Sales,"$59,737.97"
985,Campaign 985,2023-04-18 00:00:00,2023-04-24 00:00:00,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Adults 18-40,Japan,71926,9030,3873,239,"$28,722.11",Wesley Simon,Sales,"$55,434.31"
986,Campaign 986,2023-07-07 00:00:00,2023-07-13 00:00:00,Facebook,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 40-60,India,1580,8662,3163,372,"$20,420.65",Kyle Serrano,Sales,"$65,990.13"
987,Campaign 987,2023-06-30 00:00:00,2023-07-06 00:00:00,TikTok,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Seniors 60+,Australia,95643,1696,1397,22,"$12,622.22",Brandon Townsend Jr.,Sales,"$23,805.20"
988,Campaign 988,2023-09-24 00:00:00,2023-10-17 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 18-40,UK,27733,1824,331,918,"$43,654.26",Michael Camacho,Sales,"$45,311.76"
989,Campaign 989,2023-08-21 00:00:00,2023-08-27 00:00:00,YouTube,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Female 40-60,LATAM,45035,2306,4036,516,"$3,224.21",Wesley Simon,Sales,"$23,153.00"
990,Campaign 990,2023-04-08 00:00:00,2023-05-06 00:00:00,YouTube,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 40-60,LATAM,67641,3295,507,667,"$48,605.84",Brandon Townsend Jr.,Sign Up,$0.00
991,Campaign 991,2023-05-12 00:00:00,2023-05-18 00:00:00,TikTok,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Male 40-60,Europe,14734,8792,2035,650,"$3,495.04",Jesus Rivera,Sales,"$44,984.79"
992,Campaign 992,2023-07-08 00:00:00,2023-07-28 00:00:00,TikTok,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Seniors 60+,USA,43351,6592,3152,788,"$38,605.33",Jesus Rivera,Sales,"$39,350.91"
993,Campaign 993,2023-10-08 00:00:00,2023-10-16 00:00:00,TikTok,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Male 18-40,Europe,80606,4650,2771,260,"$22,133.88",Aaron Faulkner,Sign Up,$0.00
994,Campaign 994,2023-12-04 00:00:00,2023-12-26 00:00:00,YouTube,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Male 40-60,LATAM,61308,122,3203,56,"$9,844.14",Becky Brown,Sales,"$53,990.82"
995,Campaign 995,2023-01-02 00:00:00,2023-01-11 00:00:00,Email,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 60+,Europe,26189,1185,3540,724,"$18,125.96",Lauren Riggs,Sales,"$36,183.29"
996,Campaign 996,2023-02-15 00:00:00,2023-03-13 00:00:00,Instagram,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Adults 18-40,UK,35964,3183,4222,419,"$12,373.42",Becky Brown,Sales,"$44,660.64"
997,Campaign 997,2023-05-14 00:00:00,2023-06-01 00:00:00,Facebook,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Seniors 60+,Australia,88603,3626,3744,443,"$48,731.96",Melissa Haynes,Sales,"$69,574.75"
